sig_uf;cod_locali_judici;num_distri_judici;tip_distri_judici;dat_distri_judici;cod_magist_distri_judici;nom_direto_distri_judici;dat_distri_inform;cod_genero_judici;cod_classe_distri
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17075;01;28/01/2016;000000099;;28/01/2016;;
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17076;00;29/01/2016;000000099;;;0;      
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17078;01;29/01/2016;000000099;;29/01/2016;;
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17079;00;01/02/2016;000000099;;;0;      
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
SP;01;17081;01;01/02/2016;000000099;;01/02/2016;;
